w1	w2	w3	w4	l4	r4
fldxt	jacks	uzbeg	whomp	abcdefghjklmopstuwxz	inqrvy
fldxt	jacks	vrouw	zingy	acdfgijklnorstuvwxyz	behmpq
fldxt	jacks	whing	yquem	acdefghijklmnqstuwxy	boprvz
fldxt	jacks	whing	zoque	acdefghijklnoqstuwxz	bmprvy
fldxt	jacks	whomp	zingy	acdfghijklmnopstwxyz	beqruv
fldxt	jacks	wring	yquem	acdefgijklmnqrstuwxy	bhopvz
fldxt	jacks	wring	zoque	acdefgijklnoqrstuwxz	bhmpvy
fldxt	jacks	wrung	zombi	abcdfgijklmnorstuwxz	ehpqvy
fldxt	jacky	mergh	squiz	acdefghijklmqrstuxyz	bnopvw
fldxt	jacky	mirvs	quegh	acdefghijklmqrstuvxy	bnopwz
fldxt	jacky	mirvs	uzbeg	abcdefgijklmrstuvxyz	hnopqw
fldxt	jacky	mizen	qophs	acdefhijklmnopqstxyz	bgruvw
fldxt	jacky	morph	uzbeg	abcdefghjklmoprtuxyz	inqsvw
fldxt	jacky	prize	vughs	acdefghijklprstuvxyz	bmnoqw
fldxt	jacky	prong	squib	abcdfgijklnopqrstuxy	ehmvwz
fldxt	jacky	prong	squiz	acdfgijklnopqrstuxyz	behmvw
fldxt	jacky	qophs	uzbeg	abcdefghjklopqstuxyz	imnrvw
fldxt	jacky	qophs	vimen	acdefhijklmnopqstvxy	bgruwz
fldxt	jacky	qophs	vinew	acdefhijklnopqstvwxy	bgmruz
fldxt	jacky	qophs	vinum	acdfhijklmnopqstuvxy	begrwz
fldxt	jacky	qophs	winze	acdefhijklnopqstwxyz	bgmruv
fldxt	jacky	qophs	wring	acdfghijklnopqrstwxy	bemuvz
fldxt	jacky	qophs	wrung	acdfghjklnopqrstuwxy	beimvz
fldxt	jacky	quern	whomp	acdefhjklmnopqrtuwxy	bgisvz
fldxt	jacky	qursh	woven	acdefhjklnoqrstuvwxy	bgimpz
fldxt	jacky	qursh	zombi	abcdfhijklmoqrstuxyz	egnpvw
fldxt	jacky	squeg	whomp	acdefghjklmopqstuwxy	binrvz
fldxt	jacky	squiz	whomp	acdfhijklmopqstuwxyz	begnrv
fldxt	jacky	uzbeg	whips	abcdefghijklpstuwxyz	mnoqrv
fldxt	jacky	uzbeg	whomp	abcdefghjklmoptuwxyz	inqrsv
fldxt	jacky	vughs	zombi	abcdfghijklmostuvxyz	enpqrw
fldxt	jacob	kevyn	qursh	abcdefhjklnoqrstuvxy	gimpwz
fldxt	jacob	nymph	quirk	abcdfhijklmnopqrtuxy	egsvwz
fldxt	jacob	nymph	squiz	abcdfhijlmnopqstuxyz	egkrvw
fldxt	jacob	qursh	wingy	abcdfghijlnoqrstuwxy	ekmpvz
fldxt	jacob	qursh	zingy	abcdfghijlnoqrstuxyz	ekmpvw
fldxt	jacob	qursh	zinky	abcdfhijklnoqrstuxyz	egmpvw
fldxt	jacob	vughs	zinky	abcdfghijklnostuvxyz	empqrw
fldxt	jacob	whump	zings	abcdfghijlmnopstuwxz	ekqrvy
fldxt	jacob	whump	zingy	abcdfghijlmnoptuwxyz	ekqrsv
fldxt	jager	mowch	squiz	acdefghijlmoqrstuwxz	bknpvy
fldxt	jager	nymph	squiz	adefghijlmnpqrstuxyz	bckovw
fldxt	jager	qophs	zinky	adefghijklnopqrstxyz	bcmuvw
fldxt	jager	quink	whomp	adefghijklmnopqrtuwx	bcsvyz
fldxt	jager	squiz	whomp	adefghijlmopqrstuwxz	bcknvy
fldxt	jahve	prong	quick	acdefghijklnopqrtuvx	bmswyz
fldxt	jahve	prows	quink	adefhijklnopqrstuvwx	bcgmyz
fldxt	jahve	pucks	zingy	acdefghijklnpstuvxyz	bmoqrw
fldxt	jahve	quink	wombs	abdefhijklmnoqstuvwx	cgpryz
fldxt	jahve	quirk	wombs	abdefhijklmoqrstuvwx	cgnpyz
fldxt	jakob	mergh	squiz	abdefghijklmoqrstuxz	cnpvwy
fldxt	jakob	mirvs	quegh	abdefghijklmoqrstuvx	cnpwyz
fldxt	jakob	nymph	squiz	abdfhijklmnopqstuxyz	cegrvw
fldxt	jakob	qursh	vying	abdfghijklnoqrstuvxy	cempwz
fldxt	jakob	qursh	zingy	abdfghijklnoqrstuxyz	cempvw
fldxt	jakob	qursh	zymin	abdfhijklmnoqrstuxyz	cegpvw
fldxt	jakob	supvr	whing	abdfghijklnoprstuvwx	cemqyz
fldxt	jakob	vughs	zymin	abdfghijklmnostuvxyz	cepqrw
fldxt	jakob	vying	whump	abdfghijklmnoptuvwxy	ceqrsz
fldxt	jakob	whump	zings	abdfghijklmnopstuwxz	ceqrvy
fldxt	jakob	whump	zingy	abdfghijklmnoptuwxyz	ceqrsv
fldxt	jakun	qophs	wyver	adefhjklnopqrstuvwxy	bcgimz
fldxt	jambe	prong	quick	abcdefgijklmnopqrtux	hsvwyz
fldxt	jambe	prong	squiz	abdefgijlmnopqrstuxz	chkvwy
fldxt	jambe	qophs	vicky	abcdefhijklmopqstvxy	gnruwz
fldxt	jambe	qophs	vying	abdefghijlmnopqstvxy	ckruwz
fldxt	jambe	qophs	wicky	abcdefhijklmopqstwxy	gnruvz
fldxt	jambe	qophs	wingy	abdefghijlmnopqstwxy	ckruvz
fldxt	jambe	qophs	wrick	abcdefhijklmopqrstwx	gnuvyz
fldxt	jambe	qophs	wring	abdefghijlmnopqrstwx	ckuvyz
fldxt	jambe	qophs	wrung	abdefghjlmnopqrstuwx	cikvyz
fldxt	jambe	qophs	zingy	abdefghijlmnopqstxyz	ckruvw
fldxt	jambe	qophs	zinky	abdefhijklmnopqstxyz	cgruvw
fldxt	jambe	quick	vrows	abcdefijklmoqrstuvwx	ghnpyz
fldxt	jambe	quink	vrows	abdefijklmnoqrstuvwx	cghpyz
fldxt	jambe	qursh	zinky	abdefhijklmnqrstuxyz	cgopvw
fldxt	jambe	qursh	zygon	abdefghjlmnoqrstuxyz	cikpvw
fldxt	jambe	vughs	wrick	abcdefghijklmrstuvwx	nopqyz
fldxt	jambe	vughs	zinky	abdefghijklmnstuvxyz	copqrw
fldxt	jambo	kevyn	qursh	abdefhjklmnoqrstuvxy	cgipwz
fldxt	jambo	prink	quegh	abdefghijklmnopqrtux	csvwyz
fldxt	jambo	qursh	vicky	abcdfhijklmoqrstuvxy	egnpwz
fldxt	jambo	qursh	vinew	abdefhijlmnoqrstuvwx	cgkpyz
fldxt	jambo	qursh	wingy	abdfghijlmnoqrstuwxy	cekpvz
fldxt	jambo	qursh	winze	abdefhijlmnoqrstuwxz	cgkpvy
fldxt	jambo	qursh	zingy	abdfghijlmnoqrstuxyz	cekpvw
fldxt	jambo	squiz	wreck	abcdefijklmoqrstuwxz	ghnpvy
fldxt	jambs	khuzi	wyver	abdefhijklmrstuvwxyz	cgnopq
fldxt	jambs	nowch	quirk	abcdfhijklmnoqrstuwx	egpvyz
fldxt	jambs	oghuz	pecky	abcdefghjklmopstuxyz	inqrvw
fldxt	jambs	oghuz	wreck	abcdefghjklmorstuwxz	inpqvy
fldxt	jambs	perch	quink	abcdefhijklmnpqrstux	govwyz
fldxt	jambs	perch	zinky	abcdefhijklmnprstxyz	goquvw
fldxt	jambs	porky	quegh	abdefghjklmopqrstuxy	cinvwz
fldxt	jambs	powny	quick	abcdfijklmnopqstuwxy	eghrvz
fldxt	jambs	prick	quegh	abcdefghijklmpqrstux	novwyz
fldxt	jambs	prick	zoque	abcdefijklmopqrstuxz	ghnvwy
fldxt	jambs	prick	zygon	abcdfgijklmnoprstxyz	ehquvw
fldxt	jambs	prink	quegh	abdefghijklmnpqrstux	covwyz
fldxt	jambs	prink	zoque	abdefijklmnopqrstuxz	cghvwy
fldxt	jambs	prong	quick	abcdfgijklmnopqrstux	ehvwyz
fldxt	jambs	prove	quick	abcdefijklmopqrstuvx	ghnwyz
fldxt	jambs	punch	vizor	abcdfhijlmnoprstuvxz	egkqwy
fldxt	jambs	quegh	vicky	abcdefghijklmqstuvxy	noprwz
fldxt	jambs	quegh	wicky	abcdefghijklmqstuwxy	noprvz
fldxt	jambs	quegh	wonky	abdefghjklmnoqstuwxy	ciprvz
fldxt	jambs	quegh	worky	abdefghjklmoqrstuwxy	cinpvz
fldxt	jambs	quegh	wrick	abcdefghijklmqrstuwx	nopvyz
fldxt	jambs	quegh	zincy	abcdefghijlmnqstuxyz	koprvw
fldxt	jambs	quegh	zinky	abdefghijklmnqstuxyz	coprvw
fldxt	jambs	quern	whick	abcdefhijklmnqrstuwx	gopvyz
fldxt	jambs	quick	woven	abcdefijklmnoqstuvwx	ghpryz
fldxt	jambs	quick	wyver	abcdefijklmqrstuvwxy	ghnopz
fldxt	jambs	quick	zygon	abcdfgijklmnoqstuxyz	ehprvw
fldxt	jambs	quirk	zygon	abdfgijklmnoqrstuxyz	cehpvw
fldxt	jambs	vicky	wrung	abcdfgijklmnrstuvwxy	ehopqz
fldxt	jambs	vrouw	zincy	abcdfijlmnorstuvwxyz	eghkpq
fldxt	jambs	vrouw	zinky	abdfijklmnorstuvwxyz	ceghpq
fldxt	jambs	vying	wreck	abcdefgijklmnrstvwxy	hopquz
fldxt	jambs	whing	zoque	abdefghijlmnoqstuwxz	ckprvy
fldxt	jambs	wreck	zingy	abcdefgijklmnrstwxyz	hopquv
fldxt	jambs	wreck	zygon	abcdefgjklmnorstwxyz	hipquv
fldxt	jambs	wrick	zygon	abcdfgijklmnorstwxyz	ehpquv
fldxt	jarvy	kemps	whing	adefghijklmnprstvwxy	bcoquz
fldxt	jarvy	kench	squiz	acdefhijklnqrstuvxyz	bgmopw
fldxt	jarvy	khuzi	spong	adfghijklnoprstuvxyz	bcemqw
fldxt	jarvy	knezi	qophs	adefhijklnopqrstvxyz	bcgmuw
fldxt	jarvy	knezi	whomp	adefhijklmnoprtvwxyz	bcgqsu
fldxt	jarvy	knezi	whump	adefhijklmnprtuvwxyz	bcgoqs
fldxt	jarvy	knows	quegh	adefghjklnoqrstuvwxy	bcimpz
fldxt	jarvy	kombu	whing	abdfghijklmnortuvwxy	cepqsz
fldxt	jarvy	kumbi	qophs	abdfhijklmopqrstuvxy	cegnwz
fldxt	jarvy	kumni	qophs	adfhijklmnopqrstuvxy	bcegwz
fldxt	jarvy	minks	quegh	adefghijklmnqrstuvxy	bcopwz
fldxt	jarvy	minks	uzbeg	abdefgijklmnrstuvxyz	chopqw
fldxt	jarvy	mocks	quegh	acdefghjklmoqrstuvxy	binpwz
fldxt	jarvy	monks	quegh	adefghjklmnoqrstuvxy	bcipwz
fldxt	jarvy	mowch	quink	acdfhijklmnoqrtuvwxy	begpsz
fldxt	jarvy	mowch	quins	acdfhijlmnoqrstuvwxy	begkpz
fldxt	jarvy	mowch	quips	acdfhijlmopqrstuvwxy	begknz
fldxt	jarvy	mowch	squeg	acdefghjlmoqrstuvwxy	biknpz
fldxt	jarvy	mowch	squib	abcdfhijlmoqrstuvwxy	egknpz
fldxt	jarvy	mowch	squiz	acdfhijlmoqrstuvwxyz	begknp
fldxt	jarvy	mowch	zings	acdfghijlmnorstvwxyz	bekpqu
fldxt	jarvy	mowch	zunis	acdfhijlmnorstuvwxyz	begkpq
fldxt	jarvy	mucks	winze	acdefijklmnrstuvwxyz	bghopq
fldxt	jarvy	munge	qophs	adefghjlmnopqrstuvxy	bcikwz
fldxt	jarvy	nowch	squib	abcdfhijlnoqrstuvwxy	egkmpz
fldxt	jarvy	nowch	squiz	acdfhijlnoqrstuvwxyz	begkmp
fldxt	jarvy	oghuz	skimp	adfghijklmoprstuvxyz	bcenqw
fldxt	jarvy	oghuz	swick	acdfghijklorstuvwxyz	bemnpq
fldxt	jarvy	pinch	uzbeg	abcdefghijlnprtuvxyz	kmoqsw
fldxt	jarvy	pinch	uzbek	abcdefhijklnprtuvxyz	gmoqsw
fldxt	jarvy	qophs	unmew	adefhjlmnopqrstuvwxy	bcgikz
fldxt	jarvy	qophs	unweb	abdefhjlnopqrstuvwxy	cgikmz
fldxt	jarvy	qophs	uzbek	abdefhjklopqrstuvxyz	cgimnw
fldxt	jarvy	qophs	winze	adefhijlnopqrstvwxyz	bcgkmu
fldxt	jarvy	quegh	skimp	adefghijklmpqrstuvxy	bcnowz
fldxt	jarvy	quegh	swink	adefghijklnqrstuvwxy	bcmopz
fldxt	jarvy	quegh	wombs	abdefghjlmoqrstuvwxy	ciknpz
fldxt	jarvy	quick	spong	acdfgijklnopqrstuvxy	behmwz
fldxt	jarvy	quick	whomp	acdfhijklmopqrtuvwxy	begnsz
fldxt	jarvy	quick	wombs	abcdfijklmoqrstuvwxy	eghnpz
fldxt	jarvy	quink	whomp	adfhijklmnopqrtuvwxy	bcegsz
fldxt	jarvy	quink	wombs	abdfijklmnoqrstuvwxy	ceghpz
fldxt	jarvy	quins	whomp	adfhijlmnopqrstuvwxy	bcegkz
fldxt	jarvy	quips	wench	acdefhijlnpqrstuvwxy	bgkmoz
fldxt	jarvy	sozin	whump	adfhijlmnoprstuvwxyz	bcegkq
fldxt	jarvy	squeg	whomp	adefghjlmopqrstuvwxy	bciknz
fldxt	jarvy	squeg	winch	acdefghijlnqrstuvwxy	bkmopz
fldxt	jarvy	squib	wench	abcdefhijlnqrstuvwxy	gkmopz
fldxt	jarvy	squib	whomp	abdfhijlmopqrstuvwxy	cegknz
fldxt	jarvy	squiz	wench	acdefhijlnqrstuvwxyz	bgkmop
fldxt	jarvy	squiz	whomp	adfhijlmopqrstuvwxyz	bcegkn
fldxt	jarvy	swick	uzbeg	abcdefgijklrstuvwxyz	hmnopq
fldxt	jarvy	swing	uzbek	abdefgijklnrstuvwxyz	chmopq
fldxt	jarvy	uzbeg	whick	abcdefghijklrtuvwxyz	mnopqs
fldxt	jarvy	uzbeg	whims	abdefghijlmrstuvwxyz	cknopq
fldxt	jarvy	uzbeg	whips	abdefghijlprstuvwxyz	ckmnoq
fldxt	jarvy	uzbeg	whisk	abdefghijklrstuvwxyz	cmnopq
fldxt	jarvy	uzbeg	winch	abcdefghijlnrtuvwxyz	kmopqs
fldxt	jarvy	uzbek	whing	abdefghijklnrtuvwxyz	cmopqs
fldxt	jarvy	uzbek	whins	abdefhijklnrstuvwxyz	cgmopq
fldxt	jarvy	uzbek	whips	abdefhijklprstuvwxyz	cgmnoq
fldxt	jarvy	whomp	zincs	acdfhijlmnoprstvwxyz	begkqu
fldxt	jarvy	whomp	zings	adfghijlmnoprstvwxyz	bcekqu
fldxt	jarvy	whump	zincs	acdfhijlmnprstuvwxyz	begkoq
fldxt	jarvy	whump	zings	adfghijlmnprstuvwxyz	bcekoq
fldxt	javer	micky	qophs	acdefhijklmopqrstvxy	bgnuwz
fldxt	javer	nymph	quick	acdefhijklmnpqrtuvxy	bgoswz
fldxt	javer	nymph	squiz	adefhijlmnpqrstuvxyz	bcgkow
fldxt	javer	qophs	zingy	adefghijlnopqrstvxyz	bckmuw
fldxt	javer	quick	whomp	acdefhijklmopqrtuvwx	bgnsyz
fldxt	javer	quink	whomp	adefhijklmnopqrtuvwx	bcgsyz
fldxt	javer	squib	whomp	abdefhijlmopqrstuvwx	cgknyz
fldxt	javer	squiz	whomp	adefhijlmopqrstuvwxz	bcgkny
fldxt	javer	whump	zincs	acdefhijlmnprstuvwxz	bgkoqy
fldxt	javer	whump	zings	adefghijlmnprstuvwxz	bckoqy
fldxt	javer	whump	zingy	adefghijlmnprtuvwxyz	bckoqs
fldxt	jazey	qophs	wrick	acdefhijklopqrstwxyz	bgmnuv
fldxt	jazey	qophs	wring	adefghijlnopqrstwxyz	bckmuv
fldxt	jazey	qophs	wrung	adefghjlnopqrstuwxyz	bcikmv
fldxt	jazey	supvr	whing	adefghijlnprstuvwxyz	bckmoq
fldxt	jehup	vrows	zingy	defghijlnoprstuvwxyz	abckmq
fldxt	jehup	vrows	zinky	defhijklnoprstuvwxyz	abcgmq
fldxt	jehup	wrack	zings	acdefghijklnprstuwxz	bmoqvy
fldxt	jerib	mawky	qophs	abdefhijklmopqrstwxy	cgnuvz
fldxt	jerks	mowch	zingy	cdefghijklmnorstwxyz	abpquv
fldxt	jerks	vying	whomp	defghijklmnoprstvwxy	abcquz
fldxt	jerks	vying	whump	defghijklmnprstuvwxy	abcoqz
fldxt	jerks	whamp	zincy	acdefhijklmnprstwxyz	bgoquv
fldxt	jerks	whamp	zingy	adefghijklmnprstwxyz	bcoquv
fldxt	jerks	whamp	zygon	adefghjklmnoprstwxyz	bciquv
fldxt	jerks	whang	zombi	abdefghijklmnorstwxz	cpquvy
fldxt	jerks	whang	zymic	acdefghijklmnrstwxyz	bopquv
fldxt	jerks	whomp	zincy	cdefhijklmnoprstwxyz	abgquv
fldxt	jerks	whomp	zingy	defghijklmnoprstwxyz	abcquv
fldxt	jerks	whump	zincy	cdefhijklmnprstuwxyz	abgoqv
fldxt	jerks	whump	zingy	defghijklmnprstuwxyz	abcoqv
fldxt	jerks	whump	zygon	defghjklmnoprstuwxyz	abciqv
fldxt	jerky	mavin	qophs	adefhijklmnopqrstvxy	bcguwz
fldxt	jerky	mazic	qophs	acdefhijklmopqrstxyz	bgnuvw
fldxt	jerky	mazic	vughs	acdefghijklmrstuvxyz	bnopqw
fldxt	jerky	mowch	saqib	abcdefhijklmoqrstwxy	gnpuvz
fldxt	jerky	mowch	squib	bcdefhijklmoqrstuwxy	agnpvz
fldxt	jerky	mowch	squiz	cdefhijklmoqrstuwxyz	abgnpv
fldxt	jerky	nazim	qophs	adefhijklmnopqrstxyz	bcguvw
fldxt	jerky	qophs	vinum	defhijklmnopqrstuvxy	abcgwz
fldxt	jerky	quags	whomp	adefghjklmopqrstuwxy	bcinvz
fldxt	jerky	squab	whomp	abdefhjklmopqrstuwxy	cginvz
fldxt	jerky	squiz	whamp	adefhijklmpqrstuwxyz	bcgnov
fldxt	jerky	squiz	whang	adefghijklnqrstuwxyz	bcmopv
fldxt	jerky	squiz	whomp	defhijklmopqrstuwxyz	abcgnv
fldxt	jerky	vangs	whump	adefghjklmnprstuvwxy	bcioqz
fldxt	jerky	whang	zombi	abdefghijklmnortwxyz	cpqsuv
fldxt	jewis	nymph	quack	acdefhijklmnpqstuwxy	bgorvz
fldxt	jewry	kanzu	qophs	adefhjklnopqrstuwxyz	bcgimv
fldxt	jewry	khuzi	vamps	adefhijklmprstuvwxyz	bcgnoq
fldxt	jewry	kniaz	qophs	adefhijklnopqrstwxyz	bcgmuv
fldxt	jewry	manqu	pocks	acdefjklmnopqrstuwxy	bghivz
fldxt	jewry	manqu	schiz	acdefhijlmnqrstuwxyz	bgkopv
fldxt	jewry	mazic	qophs	acdefhijlmopqrstwxyz	bgknuv
fldxt	jewry	nazim	qophs	adefhijlmnopqrstwxyz	bcgkuv
fldxt	jewry	nazim	vughs	adefghijlmnrstuvwxyz	bckopq
fldxt	jewry	pangs	quick	acdefgijklnpqrstuwxy	bhmovz
fldxt	jewry	pshav	quick	acdefhijklpqrstuvwxy	bgmnoz
fldxt	jewry	pshav	quink	adefhijklnpqrstuvwxy	bcgmoz
fldxt	jewry	qophs	vinum	defhijlmnopqrstuvwxy	abcgkz
fldxt	jewry	quack	zings	acdefgijklnqrstuwxyz	bhmopv
fldxt	jewry	quick	vamps	acdefijklmpqrstuvwxy	bghnoz
fldxt	jewry	quick	vangs	acdefgijklnqrstuvwxy	bhmopz
fldxt	jewry	quink	vamps	adefijklmnpqrstuvwxy	bcghoz
fldxt	jewry	vucom	zings	cdefgijlmnorstuvwxyz	abhkpq
fldxt	jimbo	kevyn	qursh	bdefhijklmnoqrstuvxy	acgpwz
fldxt	jimbo	pawky	qursh	abdfhijklmopqrstuwxy	cegnvz
fldxt	jimbo	prawn	quegh	abdefghijlmnopqrtuwx	cksvyz
fldxt	jimbo	quawk	synch	abcdfhijklmnoqstuwxy	egprvz
fldxt	jimbo	quegh	warks	abdefghijklmoqrstuwx	cnpvyz
fldxt	jimpy	kanzu	vrows	adfijklmnoprstuvwxyz	bceghq
fldxt	jimpy	karez	vughs	adefghijklmprstuvxyz	bcnoqw
fldxt	jimpy	knows	quegh	defghijklmnopqstuwxy	abcrvz
fldxt	jimpy	navew	qursh	adefhijlmnpqrstuvwxy	bcgkoz
fldxt	jimpy	nowch	squab	abcdfhijlmnopqstuwxy	egkrvz
fldxt	jimpy	nowch	squeg	cdefghijlmnopqstuwxy	abkrvz
fldxt	jimpy	nowch	uzbeg	bcdefghijlmnoptuwxyz	akqrsv
fldxt	jimpy	oghuz	wreck	cdefghijklmoprtuwxyz	abnqsv
fldxt	jimpy	quack	verbs	abcdefijklmpqrstuvxy	ghnowz
fldxt	jimpy	quack	vrows	acdfijklmopqrstuvwxy	beghnz
fldxt	jimpy	quawk	sheng	adefghijklmnpqstuwxy	bcorvz
fldxt	jimpy	quawk	shrog	adfghijklmopqrstuwxy	bcenvz
fldxt	jimpy	quawk	verbs	abdefijklmpqrstuvwxy	cghnoz
fldxt	jimpy	quegh	vrows	defghijlmopqrstuvwxy	abcknz
fldxt	jimpy	quegh	warks	adefghijklmpqrstuwxy	bcnovz
fldxt	jimpy	quegh	works	defghijklmopqrstuwxy	abcnvz
fldxt	jimpy	quegh	wrack	acdefghijklmpqrtuwxy	bnosvz
fldxt	jimpy	qursh	wanze	adefhijlmnpqrstuwxyz	bcgkov
fldxt	jimpy	schav	uzbeg	abcdefghijlmpstuvxyz	knoqrw
fldxt	jimpy	schav	uzbek	abcdefhijklmpstuvxyz	gnoqrw
fldxt	jimpy	swack	uzbeg	abcdefgijklmpstuwxyz	hnoqrv
fldxt	jimpy	uzbak	vrows	abdfijklmoprstuvwxyz	ceghnq
fldxt	jimpy	uzbeg	vrows	bdefgijlmoprstuvwxyz	achknq
fldxt	jimpy	uzbeg	wrack	abcdefgijklmprtuwxyz	hnoqsv
fldxt	jimpy	uzbek	vangs	abdefgijklmnpstuvxyz	choqrw
fldxt	jimpy	uzbek	vrows	bdefijklmoprstuvwxyz	acghnq
fldxt	jimpy	uzbek	wrang	abdefgijklmnprtuwxyz	choqsv
fldxt	jimpy	vangs	wreck	acdefgijklmnprstvwxy	bhoquz
fldxt	jimpy	verbs	whank	abdefhijklmnprstvwxy	cgoquz
fldxt	jimpy	vughs	wanze	adefghijlmnpstuvwxyz	bckoqr
fldxt	jimpy	vughs	wreck	cdefghijklmprstuvwxy	abnoqz
fldxt	jingo	quawk	verbs	abdefgijklnoqrstuvwx	chmpyz
fldxt	jingu	marvy	qophs	adfghijlmnopqrstuvxy	bcekwz
fldxt	jingu	qophs	verby	bdefghijlnopqrstuvxy	ackmwz
fldxt	jingu	qophs	wreck	cdefghijklnopqrstuwx	abmvyz
fldxt	jinks	morph	zaque	adefhijklmnopqrstuxz	bcgvwy
fldxt	jinks	mowch	uzbeg	bcdefghijklmnostuwxz	apqrvy
fldxt	jinks	mowch	zaque	acdefhijklmnoqstuwxz	bgprvy
fldxt	jinks	quave	whomp	adefhijklmnopqstuvwx	bcgryz
fldxt	jinks	quegh	womby	bdefghijklmnoqstuwxy	acprvz
fldxt	jinks	quegh	wormy	defghijklmnoqrstuwxy	abcpvz
fldxt	jinks	quegh	wramp	adefghijklmnpqrstuwx	bcovyz
fldxt	jinks	quegh	zambo	abdefghijklmnoqstuxz	cprvwy
fldxt	jinks	uzbeg	whamp	abdefghijklmnpstuwxz	coqrvy
fldxt	jinks	uzbeg	wharp	abdefghijklnprstuwxz	cmoqvy
fldxt	jinks	uzbeg	whomp	bdefghijklmnopstuwxz	acqrvy
fldxt	jinks	uzbeg	wramp	abdefgijklmnprstuwxz	choqvy
fldxt	jinks	verby	whomp	bdefhijklmnoprstvwxy	acgquz
fldxt	jinks	voraz	whump	adfhijklmnoprstuvwxz	bcegqy
fldxt	jinks	whamp	zoque	adefhijklmnopqstuwxz	bcgrvy
fldxt	jinks	wramp	zoque	adefijklmnopqrstuwxz	bcghvy
fldxt	jives	knyaz	whomp	adefhijklmnopstvwxyz	bcgqru
fldxt	jives	knyaz	whump	adefhijklmnpstuvwxyz	bcgoqr
fldxt	jives	nymph	quawk	adefhijklmnpqstuvwxy	bcgorz
fldxt	jives	prong	quawk	adefgijklnopqrstuvwx	bchmyz
fldxt	jocks	manqu	verby	abcdefjklmnoqrstuvxy	ghipwz
fldxt	jocks	manqu	wiver	acdefijklmnoqrstuvwx	bghpyz
fldxt	jocks	manqu	wyver	acdefjklmnoqrstuvwxy	bghipz
fldxt	jocks	mavin	quegh	acdefghijklmnoqstuvx	bprwyz
fldxt	jocks	nazim	quegh	acdefghijklmnoqstuxz	bprvwy
fldxt	jocks	nymph	uzbeg	bcdefghjklmnopstuxyz	aiqrvw
fldxt	jocks	prawn	uzbeg	abcdefgjklnoprstuwxz	himqvy
fldxt	jocks	quegh	vimpa	acdefghijklmopqstuvx	bnrwyz
fldxt	jocks	quegh	wramp	acdefghjklmopqrstuwx	binvyz
fldxt	jocks	quegh	zymin	cdefghijklmnoqstuxyz	abprvw
fldxt	jocks	uzbeg	wharp	abcdefghjkloprstuwxz	imnqvy
fldxt	jocks	uzbeg	wramp	abcdefgjklmoprstuwxz	hinqvy
fldxt	jocks	whang	yquem	acdefghjklmnoqstuwxy	biprvz
fldxt	jocks	whing	yquem	cdefghijklmnoqstuwxy	abprvz
fldxt	jocks	wramp	zingy	acdfgijklmnoprstwxyz	behquv
fldxt	jocks	wring	yquem	cdefgijklmnoqrstuwxy	abhpvz
fldxt	johns	quawk	verby	abdefhjklnoqrstuvwxy	cgimpz
fldxt	johns	quawk	zymic	acdfhijklmnoqstuwxyz	begprv
fldxt	johns	quick	verby	bcdefhijklnoqrstuvxy	agmpwz
fldxt	johns	quick	wyver	cdefhijklnoqrstuvwxy	abgmpz
fldxt	joker	nymph	squiz	defhijklmnopqrstuxyz	abcgvw
fldxt	joker	squiz	whamp	adefhijklmopqrstuwxz	bcgnvy
fldxt	joker	squiz	whang	adefghijklnoqrstuwxz	bcmpvy
fldxt	jorge	nymph	quack	acdefghjklmnopqrtuxy	bisvwz
fldxt	jorge	nymph	quawk	adefghjklmnopqrtuwxy	bcisvz
fldxt	jorge	nymph	squiz	defghijlmnopqrstuxyz	abckvw
fldxt	jorge	quink	vamps	adefgijklmnopqrstuvx	bchwyz
fldxt	jowar	nymph	squiz	adfhijlmnopqrstuwxyz	bcegkv
fldxt	jowar	vughs	zymic	acdfghijlmorstuvwxyz	beknpq
fldxt	jowar	vughs	zymin	adfghijlmnorstuvwxyz	bcekpq
fldxt	jower	quink	vamps	adefijklmnopqrstuvwx	bcghyz
fldxt	jower	vamps	zinky	adefijklmnoprstvwxyz	bcghqu
fldxt	jower	vughs	zymic	cdefghijlmorstuvwxyz	abknpq
fldxt	jower	vughs	zymin	defghijlmnorstuvwxyz	abckpq
fldxt	jowpy	kench	miqra	acdefhijklmnopqrtwxy	bgsuvz
fldxt	jowpy	kench	squiz	cdefhijklnopqstuwxyz	abgmrv
fldxt	jowpy	kerch	squiz	cdefhijklopqrstuwxyz	abgmnv
fldxt	jowpy	kevin	qursh	defhijklnopqrstuvwxy	abcgmz
fldxt	jowpy	khuzi	vangs	adfghijklnopstuvwxyz	bcemqr
fldxt	jowpy	khuzi	verbs	bdefhijkloprstuvwxyz	acgmnq
fldxt	jowpy	knezi	qursh	defhijklnopqrstuwxyz	abcgmv
fldxt	jowpy	kniaz	qursh	adfhijklnopqrstuwxyz	bcegmv
fldxt	jowpy	knish	uzbeg	bdefghijklnopstuwxyz	acmqrv
fldxt	jowpy	kreng	saqib	abdefgijklnopqrstwxy	chmuvz
fldxt	jowpy	kreng	squam	adefgjklmnopqrstuwxy	bchivz
fldxt	jowpy	kreng	squiz	defgijklnopqrstuwxyz	abchmv
fldxt	jowpy	macks	uzbeg	abcdefgjklmopstuwxyz	hinqrv
fldxt	jowpy	manks	quegh	adefghjklmnopqstuwxy	bcirvz
